Dijkstra;Type:Full;Vertices:10;16;;;;;;;;;;;;;;;;;;;;;;;Дейкстра;Флойд-Уоршелл;Беллманн-Форд;А-star;;
A-star;Type:Semi;Vertices:560;2856;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:610;3265;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:660;3559;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:710;4257;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:760;4819;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:810;5238;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:860;5996;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:910;6452;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:960;7254;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A-star;Type:Semi;Vertices:1010;7952;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:10;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:60;45;;;;;;;;;;;Дейкстра при дереве;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:110;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:160;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:210;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:260;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:310;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:360;364;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:410;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:460;382;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:510;437;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:560;487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:610;534;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:660;559;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:710;626;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:760;674;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:810;695;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:860;751;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:910;810;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:960;876;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dijkstra;Type:Empty;Vertices:1010;909;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:10;24;;;;;;;;;;;Флойд-Уоршелл при дереве;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:60;3850;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:110;23425;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:160;72213;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:210;162734;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:260;307861;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:310;521616;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:360;817045;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:410;1207260;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floyd-Warshall;Type:Empty;Vertices:460;1718130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
